age,income,loan_amount,loan_term_months,credit_score,employment_years,existing_loans_count,debt_to_income_ratio,loan_purpose,home_ownership,marital_status,loan_default
24,54441.47,29396.74,24,708.0,8.0,2,0.268,medical,,divorced,1
50,90835.4,30351.08,12,725.0,6.0,3,0.275,personal,,single,1
54,69387.54,9080.04,36,590.0,14.0,5,0.234,personal,rent,single,0
56,62277.54,26711.99,36,675.0,3.0,1,0.45,business,own,divorced,0
29,72786.7,17217.36,36,805.0,16.0,1,0.054,education,rent,divorced,0
56,66114.5,21058.28,60,809.0,5.0,2,0.042,personal,rent,single,0
25,66987.12,22141.97,48,754.0,15.0,5,0.32,education,rent,married,1
41,57650.0,26949.15,60,705.0,,5,0.333,home_improvement,mortgage,single,0
39,39834.03,18744.46,36,605.0,5.0,2,0.377,business,own,married,1
33,37214.75,30691.46,48,734.0,,4,0.245,home_improvement,rent,single,1
21,76758.41,20784.72,36,668.0,24.0,5,0.191,home_improvement,mortgage,single,0
51,60019.4,23617.66,48,722.0,22.0,5,0.319,personal,mortgage,single,1
34,54270.4,10500.64,60,633.0,8.0,4,0.258,business,mortgage,married,0
47,65153.1,37427.93,48,667.0,27.0,3,0.537,medical,mortgage,single,0
37,79308.78,22228.42,60,692.0,6.0,5,0.275,home_improvement,own,married,1
35,68246.55,24416.98,48,698.0,28.0,1,0.313,personal,rent,married,1
56,53191.01,3526.33,24,717.0,3.0,2,0.667,personal,rent,single,1
24,87073.27,10595.68,48,637.0,20.0,4,0.293,home_improvement,mortgage,married,0
50,93425.34,29140.95,36,579.0,0.0,0,0.398,home_improvement,mortgage,single,1
50,73902.02,20582.02,60,802.0,6.0,3,0.41,home_improvement,mortgage,single,0
36,82525.94,2000.0,48,850.0,12.0,5,0.422,education,rent,single,0
31,87355.28,27344.61,24,714.0,2.0,1,0.361,medical,rent,single,0
21,85341.79,13105.95,24,581.0,14.0,4,0.347,medical,own,single,1
58,76053.79,30701.85,12,622.0,7.0,2,0.334,personal,rent,married,0
58,75770.25,17209.48,36,718.0,3.0,5,0.239,personal,mortgage,married,0
30,74353.89,19842.36,24,781.0,29.0,3,0.366,medical,mortgage,married,0
22,45247.92,28610.59,48,589.0,30.0,0,0.604,business,rent,single,1
25,77613.02,9922.56,36,671.0,29.0,4,0.489,medical,rent,married,0
23,40595.35,9064.38,60,695.0,4.0,0,0.363,business,rent,single,0
54,50697.21,16231.51,36,745.0,11.0,1,0.44,home_improvement,mortgage,married,0
56,88464.17,25444.56,36,654.0,10.0,5,0.198,personal,rent,married,1
27,80123.96,6022.1,24,563.0,10.0,5,0.284,personal,mortgage,single,1
50,91773.17,2987.69,60,727.0,12.0,0,0.453,medical,rent,married,1
28,60109.86,25413.49,24,764.0,15.0,2,0.528,education,,divorced,0
35,44259.52,12573.2,24,674.0,15.0,0,0.212,business,rent,married,1
44,60672.13,14469.97,24,710.0,9.0,1,0.252,personal,rent,divorced,0
49,66836.56,2000.0,48,644.0,30.0,5,0.625,education,rent,single,0
55,66421.8,11889.19,24,617.0,30.0,1,0.333,home_improvement,own,married,0
22,85406.25,17931.89,48,757.0,10.0,3,0.575,business,rent,single,0
28,58497.13,26373.4,48,709.0,6.0,4,0.349,home_improvement,mortgage,single,0
32,71336.62,11058.93,48,717.0,16.0,5,0.354,personal,mortgage,divorced,1
33,47204.71,32916.39,24,793.0,11.0,2,0.277,home_improvement,mortgage,single,1
60,73105.71,11839.0,12,601.0,30.0,4,0.452,medical,mortgage,divorced,1
52,65055.95,11852.17,36,639.0,,2,0.51,medical,rent,married,1
33,51503.36,31836.22,24,692.0,1.0,0,0.175,home_improvement,mortgage,divorced,1
59,60755.07,19903.14,48,638.0,3.0,1,0.271,home_improvement,rent,divorced,0
40,61684.84,13031.78,36,739.0,2.0,4,0.448,personal,mortgage,married,1
41,60137.21,16603.8,36,666.0,11.0,4,0.302,education,rent,divorced,1
38,96884.14,30177.66,24,606.0,9.0,3,0.251,medical,mortgage,married,0
26,63227.97,31195.83,36,685.0,26.0,4,0.461,business,mortgage,married,0
58,60609.87,10648.86,24,693.0,27.0,4,0.474,home_improvement,mortgage,married,1
21,27245.88,17618.1,48,750.0,4.0,2,0.257,personal,rent,single,0
27,48904.27,18811.41,12,709.0,29.0,1,0.35,education,mortgage,single,0
30,60264.68,9123.84,60,715.0,18.0,5,0.151,business,mortgage,single,0
32,52654.65,17498.83,48,704.0,9.0,5,0.195,business,mortgage,married,0
26,89870.74,18047.91,24,666.0,12.0,0,0.337,personal,rent,single,0
21,62031.12,28261.89,12,626.0,13.0,4,0.324,personal,rent,married,0
48,88192.0,28866.83,36,702.0,5.0,0,0.185,home_improvement,rent,married,0
59,66110.68,15037.12,24,655.0,26.0,5,0.22,medical,mortgage,married,0
25,65670.1,16074.42,24,807.0,,3,0.171,personal,rent,married,0
32,63401.66,23978.63,60,781.0,2.0,4,0.384,personal,mortgage,divorced,0
41,65068.33,12733.3,48,,8.0,4,0.045,personal,mortgage,married,0
58,95938.31,23297.76,24,,4.0,3,0.178,home_improvement,mortgage,married,0
48,23247.01,17208.84,36,673.0,1.0,1,0.059,personal,mortgage,single,0
51,28972.18,9275.41,36,585.0,11.0,4,0.379,personal,mortgage,divorced,1
44,55222.93,9388.47,60,664.0,11.0,3,0.068,education,mortgage,single,0
37,65261.5,31023.53,12,688.0,3.0,3,0.324,business,rent,single,1
28,77421.88,16592.21,48,697.0,25.0,1,0.55,education,own,single,0
55,73515.57,32763.19,48,715.0,27.0,0,0.554,education,own,married,1
53,58083.57,13377.27,12,749.0,22.0,3,0.067,personal,mortgage,married,0
22,83342.79,20620.85,24,628.0,16.0,2,0.362,personal,own,single,0
49,83543.52,39534.09,36,629.0,29.0,3,0.182,home_improvement,own,married,0
24,68313.04,8483.52,60,789.0,10.0,2,0.153,business,mortgage,single,0
50,82327.84,2000.0,36,738.0,13.0,5,0.304,home_improvement,mortgage,single,0
54,69907.61,29579.31,48,651.0,0.0,4,0.492,personal,mortgage,single,1
26,54893.31,10558.72,48,672.0,21.0,2,0.404,personal,rent,single,1
38,77560.7,17813.64,60,672.0,2.0,4,0.22,home_improvement,rent,married,1
25,66991.04,12726.74,36,682.0,20.0,3,0.419,personal,mortgage,single,0
43,65024.12,20413.47,36,715.0,24.0,3,0.03,home_improvement,mortgage,single,0
58,91513.16,9445.17,48,850.0,6.0,3,0.215,personal,rent,single,0
24,20884.3,16380.54,36,694.0,18.0,5,0.205,medical,mortgage,married,1
36,39481.68,22048.34,60,730.0,9.0,1,0.331,personal,mortgage,divorced,1
59,43632.73,8925.22,12,554.0,12.0,2,0.292,medical,mortgage,married,1
33,58461.31,11699.24,24,644.0,16.0,1,0.3,education,rent,married,1
26,60417.05,14873.55,48,772.0,7.0,3,0.296,medical,mortgage,divorced,1
40,37868.14,5140.66,36,710.0,24.0,5,0.323,medical,rent,single,0
41,47267.16,14196.95,24,351.0,12.0,3,0.396,personal,rent,single,1
47,49504.85,19069.17,24,731.0,14.0,1,0.341,home_improvement,rent,married,1
33,109233.63,14404.06,36,824.0,25.0,5,0.28,personal,rent,single,0
59,97431.36,15557.61,60,530.0,7.0,4,0.376,home_improvement,rent,married,1
41,57588.51,17820.88,12,794.0,14.0,2,0.436,personal,mortgage,married,1
32,58455.5,12098.31,12,472.0,30.0,0,0.242,education,mortgage,single,1
59,44314.33,24219.56,36,750.0,12.0,2,0.312,medical,rent,married,1
57,30653.65,30923.8,60,679.0,3.0,4,0.483,home_improvement,own,single,1
40,62896.16,13820.58,36,504.0,8.0,3,0.166,personal,mortgage,single,1
21,47038.66,22366.78,60,713.0,29.0,1,0.573,home_improvement,own,married,0
44,63472.69,15843.45,60,766.0,23.0,0,0.133,personal,mortgage,married,0
43,36196.29,21289.39,36,707.0,25.0,5,0.272,business,rent,single,1
26,51284.46,32092.02,48,724.0,7.0,2,0.187,business,own,single,0
46,67675.29,22577.94,48,649.0,26.0,4,0.626,home_improvement,own,single,1
54,71591.77,2039.27,36,540.0,12.0,2,0.25,education,mortgage,single,1
25,72514.5,22085.96,36,732.0,24.0,0,0.25,home_improvement,mortgage,single,0
49,41231.2,29095.77,48,811.0,27.0,2,0.268,personal,mortgage,single,0
26,80384.34,16005.63,48,765.0,6.0,4,0.333,home_improvement,mortgage,married,0
50,50596.19,26960.71,48,531.0,29.0,2,0.274,personal,mortgage,married,1
37,76391.44,11788.96,60,566.0,19.0,3,0.301,personal,mortgage,married,1
21,64808.5,4630.15,36,617.0,22.0,2,0.03,personal,rent,married,0
59,40225.03,19270.52,48,561.0,23.0,2,0.328,home_improvement,rent,married,1
27,59308.44,2191.71,60,683.0,5.0,1,0.322,medical,rent,married,0
44,71576.55,15842.06,24,710.0,23.0,1,0.465,personal,rent,married,1
28,76033.38,29581.58,12,573.0,6.0,1,0.503,personal,rent,married,1
58,62462.22,2000.0,36,738.0,8.0,4,0.294,business,own,married,0
50,92572.02,6484.53,60,725.0,3.0,2,0.434,personal,rent,married,1
53,,8711.71,36,639.0,5.0,4,0.166,business,rent,married,0
38,60380.23,17430.12,48,667.0,30.0,1,0.427,personal,rent,single,1
39,78502.19,14708.55,12,534.0,10.0,1,0.24,business,mortgage,single,1
46,99808.28,30592.23,36,655.0,11.0,5,0.154,business,mortgage,single,1
52,100288.72,26589.13,48,681.0,14.0,5,0.294,business,mortgage,single,1
54,42896.0,22457.46,24,,22.0,2,0.516,home_improvement,own,single,0
21,48322.4,19310.67,60,,17.0,1,0.345,personal,own,single,1
47,91728.54,21539.07,24,698.0,16.0,4,0.53,medical,own,single,1
25,45950.94,10242.16,60,660.0,25.0,0,0.215,business,own,divorced,0
32,41194.26,25714.89,24,701.0,15.0,2,0.467,education,rent,single,1
54,56248.51,7991.6,60,755.0,23.0,3,0.229,medical,mortgage,single,0
31,72564.08,25518.39,48,673.0,28.0,4,0.352,business,rent,single,1
52,63156.86,28675.28,24,704.0,20.0,0,0.35,personal,mortgage,single,0
39,53289.85,19897.78,12,666.0,1.0,0,0.413,personal,rent,married,1
30,52864.18,16414.08,12,631.0,8.0,1,0.355,home_improvement,rent,married,1
34,52177.93,21602.79,36,719.0,19.0,0,0.217,medical,rent,single,0
42,49168.83,2000.0,48,638.0,14.0,3,0.443,education,mortgage,married,0
51,106069.39,20720.32,36,709.0,8.0,5,0.562,education,mortgage,single,0
45,70355.2,16979.81,36,682.0,10.0,1,0.238,medical,rent,married,0
58,80961.66,17544.35,36,657.0,2.0,2,0.063,business,mortgage,divorced,0
55,56196.61,24358.79,36,655.0,7.0,1,0.39,business,rent,divorced,0
51,61652.78,17327.08,48,642.0,24.0,0,0.274,personal,mortgage,single,1
45,52156.03,7738.14,36,557.0,0.0,4,0.302,medical,rent,married,1
32,18000.0,16727.38,48,709.0,25.0,1,0.398,personal,,married,1
37,40195.83,18608.0,60,697.0,10.0,3,0.256,education,,married,1
25,32408.86,19034.41,36,744.0,25.0,4,0.282,business,mortgage,single,0
35,24503.89,19457.27,12,640.0,7.0,5,0.306,personal,own,married,1
58,43483.54,27354.32,24,822.0,25.0,1,0.526,education,mortgage,single,0
38,88849.2,8225.69,36,652.0,17.0,3,0.324,home_improvement,own,single,0
25,64200.15,19581.3,36,614.0,26.0,5,0.147,business,rent,married,0
47,88230.15,29609.37,60,605.0,1.0,2,0.153,medical,rent,married,0
59,72397.69,2388.5,48,550.0,24.0,0,0.339,personal,own,single,1
55,79086.06,19616.82,36,795.0,8.0,1,0.162,personal,rent,married,0
31,48783.85,12731.59,48,,11.0,4,0.101,education,mortgage,married,1
39,74431.12,14663.61,36,725.0,1.0,4,0.409,medical,rent,divorced,1
42,78116.86,9856.73,48,613.0,29.0,1,0.416,business,mortgage,married,1
30,54620.35,16474.04,12,816.0,19.0,1,0.268,home_improvement,rent,married,0
31,,34571.3,48,654.0,30.0,1,0.361,personal,mortgage,married,0
30,75191.38,6620.13,60,660.0,17.0,1,0.346,personal,mortgage,single,1
60,55108.05,7473.51,48,788.0,4.0,4,0.404,personal,rent,single,0
50,44790.17,6282.59,60,729.0,10.0,5,0.405,personal,rent,divorced,0
54,43685.69,33546.76,36,845.0,13.0,0,0.03,education,rent,single,0
53,66557.1,13838.94,60,699.0,4.0,4,0.286,personal,rent,single,1
59,,17769.25,36,650.0,28.0,4,0.393,home_improvement,rent,married,1
25,50734.54,14374.95,48,634.0,29.0,3,0.263,home_improvement,own,single,1
56,65478.54,9500.19,12,541.0,17.0,5,0.325,home_improvement,rent,single,0
23,75269.67,15883.64,24,659.0,18.0,0,0.425,education,mortgage,married,0
40,76127.43,40124.19,36,766.0,21.0,4,0.331,personal,mortgage,single,0
44,92933.84,30528.64,12,725.0,21.0,0,0.531,personal,rent,married,0
35,87985.65,10323.56,48,682.0,1.0,5,0.478,medical,rent,single,1
26,46976.75,23828.17,60,605.0,16.0,2,0.303,medical,mortgage,married,0
28,95304.55,10516.3,60,697.0,24.0,0,0.292,business,mortgage,single,0
53,55442.42,2012.69,24,756.0,25.0,4,0.03,business,own,married,0
33,83807.71,27175.6,60,712.0,18.0,4,0.274,personal,rent,single,1
33,66223.76,28440.84,12,693.0,27.0,2,0.131,medical,mortgage,single,0
57,57581.31,27414.47,36,620.0,18.0,1,0.351,personal,own,married,1
26,32461.46,13771.21,60,745.0,11.0,0,0.341,education,own,single,0
57,61911.84,16499.02,12,445.0,13.0,5,0.417,education,own,married,1
57,36931.1,24747.89,12,709.0,21.0,1,0.516,personal,rent,single,1
44,82411.39,21523.46,12,850.0,27.0,5,0.316,medical,own,single,0
27,92302.27,14457.26,36,567.0,7.0,3,0.639,home_improvement,own,single,1
27,50655.6,3428.35,48,662.0,9.0,4,0.353,personal,mortgage,married,0
32,70435.47,19024.88,24,679.0,20.0,4,0.137,education,mortgage,single,0
44,51942.95,27711.09,24,645.0,23.0,5,0.241,education,own,single,0
27,53687.27,7221.71,36,758.0,12.0,0,0.268,business,mortgage,married,0
39,78940.9,23748.83,24,715.0,19.0,5,0.403,medical,mortgage,single,0
25,64306.31,20983.88,48,691.0,0.0,0,0.187,medical,mortgage,married,1
42,96313.66,24751.33,60,740.0,9.0,5,0.278,personal,mortgage,divorced,0
21,56319.82,25847.78,48,681.0,29.0,1,0.297,medical,,married,0
49,82988.05,11749.81,60,850.0,17.0,5,0.257,personal,rent,married,0
23,66753.44,3447.37,36,691.0,26.0,0,0.434,personal,rent,single,0
28,79324.0,13198.32,60,695.0,6.0,2,0.41,education,rent,divorced,0
27,56951.16,26002.15,24,552.0,9.0,3,0.483,business,mortgage,married,1
54,64107.94,13121.96,12,639.0,30.0,5,0.274,personal,mortgage,single,1
23,62921.02,11753.61,48,766.0,30.0,0,0.488,personal,own,divorced,0
38,49950.97,2000.0,12,580.0,27.0,0,0.129,education,mortgage,divorced,0
44,76917.47,33773.83,60,518.0,9.0,3,0.126,personal,mortgage,married,1
41,76704.48,25431.42,48,682.0,24.0,0,0.15,medical,rent,single,1
48,75683.98,24929.06,60,783.0,14.0,4,0.321,personal,mortgage,married,0
53,92665.38,26709.53,36,683.0,26.0,0,0.488,medical,own,married,1
36,91088.21,23190.38,36,655.0,26.0,5,0.236,home_improvement,mortgage,married,0
54,58251.0,15801.04,48,541.0,13.0,3,0.253,medical,own,single,1
33,71714.94,16526.12,24,,9.0,5,0.29,home_improvement,own,single,0
60,53775.19,14151.92,36,730.0,30.0,0,0.4,home_improvement,rent,single,0
41,65420.4,41712.67,48,546.0,13.0,1,0.253,personal,mortgage,single,1
50,54204.51,23003.21,60,765.0,13.0,2,0.245,medical,mortgage,married,0
56,94161.27,13825.8,48,737.0,20.0,0,0.132,personal,mortgage,single,1
52,71546.57,22189.47,24,765.0,29.0,0,0.24,home_improvement,rent,single,0
55,61075.48,8902.18,36,724.0,4.0,1,0.485,personal,rent,married,0
42,86485.13,31540.56,36,729.0,30.0,4,0.333,personal,rent,single,1
22,25928.92,12050.38,24,719.0,13.0,4,0.216,education,mortgage,single,0
40,28746.15,22509.77,36,745.0,0.0,0,0.493,home_improvement,rent,divorced,1
28,79325.1,27593.8,36,544.0,9.0,0,0.238,education,mortgage,single,1
56,66088.43,21462.92,24,567.0,14.0,3,0.519,education,mortgage,married,0
30,69508.03,18850.23,36,625.0,20.0,2,0.517,medical,mortgage,single,1
30,41124.87,18097.22,24,670.0,17.0,4,0.328,personal,own,single,0
30,64581.79,17492.03,36,709.0,4.0,1,0.11,home_improvement,mortgage,married,0
46,101063.17,12809.71,24,704.0,15.0,2,0.641,business,rent,single,1
43,79835.59,13954.65,48,764.0,7.0,1,0.374,medical,own,married,0
58,68054.72,31316.31,24,766.0,8.0,1,0.275,personal,own,single,0
37,57097.03,17023.17,60,615.0,22.0,4,0.454,business,mortgage,married,1
32,57897.69,10927.83,12,698.0,24.0,2,0.418,personal,mortgage,single,0
22,26674.44,13353.32,36,616.0,4.0,3,0.504,medical,rent,married,1
21,69637.53,27903.34,36,666.0,18.0,0,0.227,personal,mortgage,married,1
35,80218.7,24080.46,24,704.0,13.0,3,0.365,personal,rent,married,1
58,36638.85,23042.96,36,424.0,10.0,2,0.154,home_improvement,mortgage,single,1
41,53094.5,15682.31,60,850.0,22.0,5,0.413,business,rent,married,0
56,44165.64,23160.26,60,722.0,7.0,2,0.317,education,mortgage,married,0
25,47623.68,12207.95,36,635.0,23.0,0,0.359,business,rent,single,1
24,65962.67,15663.47,24,825.0,12.0,4,0.3,medical,rent,married,0
54,27480.76,26728.24,48,654.0,2.0,0,0.285,home_improvement,rent,single,1
25,76056.87,25868.5,36,690.0,24.0,5,0.198,personal,mortgage,single,1
23,78569.39,9162.81,24,643.0,26.0,2,0.431,medical,rent,married,0
37,60480.15,10300.26,48,804.0,17.0,4,0.529,personal,mortgage,single,1
57,20347.25,18978.32,36,672.0,22.0,3,0.242,medical,rent,single,0
48,47064.46,33535.19,48,691.0,4.0,2,0.397,medical,mortgage,married,0
24,87192.23,2000.0,36,770.0,10.0,3,0.381,personal,rent,married,0
54,18000.0,20505.0,36,724.0,10.0,1,0.321,business,own,single,1
54,58744.58,5615.61,24,676.0,23.0,0,0.106,home_improvement,rent,single,0
53,43759.99,12291.02,48,763.0,10.0,4,0.138,personal,rent,married,0
57,79482.27,14720.14,24,850.0,22.0,5,0.211,education,rent,married,0
30,52847.95,14215.42,48,704.0,9.0,5,0.03,personal,rent,married,0
60,72271.17,13195.84,48,689.0,18.0,1,0.517,personal,mortgage,married,0
33,75178.29,18064.86,48,693.0,6.0,2,0.371,medical,rent,married,1
53,98052.07,13182.7,12,778.0,17.0,2,0.316,home_improvement,own,divorced,0
44,61347.05,4837.88,36,635.0,2.0,4,0.03,home_improvement,mortgage,single,0
52,71768.8,25018.83,36,659.0,22.0,3,0.065,education,rent,single,1
46,38269.0,24775.85,36,565.0,0.0,4,0.32,business,mortgage,single,0
46,86427.44,25588.57,60,591.0,30.0,5,0.596,personal,rent,single,1
45,51310.84,4133.39,36,641.0,26.0,2,0.222,medical,rent,single,1
52,54906.43,20690.26,60,676.0,17.0,3,0.441,personal,rent,married,0
50,64599.54,24083.81,24,813.0,28.0,3,0.253,education,rent,single,1
26,36868.08,8719.18,36,720.0,25.0,5,0.328,education,rent,single,0
54,69117.86,18082.56,12,612.0,4.0,2,0.49,home_improvement,own,married,1
42,82414.39,16953.6,48,625.0,23.0,1,0.272,personal,mortgage,divorced,1
33,70272.81,34579.36,24,783.0,11.0,2,0.223,medical,own,single,1
41,36399.84,35320.46,36,764.0,26.0,3,0.519,personal,rent,married,1
59,62771.43,3020.79,48,682.0,26.0,5,0.326,home_improvement,own,married,0
55,78356.52,40445.34,36,647.0,29.0,4,0.473,personal,rent,single,1
54,31196.2,9762.97,12,764.0,13.0,0,0.224,home_improvement,rent,married,0
39,45654.21,26826.06,12,606.0,5.0,3,0.517,home_improvement,own,married,0
52,80777.78,26734.48,36,709.0,3.0,0,0.358,personal,rent,single,1
36,69861.72,9038.79,36,850.0,5.0,2,0.381,business,rent,single,0
48,72415.49,22439.41,24,695.0,30.0,5,0.338,business,own,single,0
46,98470.91,17032.2,48,622.0,18.0,5,0.249,business,mortgage,married,0
30,73433.95,22988.97,24,711.0,10.0,0,0.32,personal,mortgage,married,0
31,76841.98,20076.05,36,645.0,13.0,0,0.258,education,rent,single,0
23,113793.42,28767.06,36,575.0,5.0,4,0.454,medical,rent,married,1
26,61151.52,18678.6,24,733.0,17.0,2,0.292,personal,own,single,1
38,50638.11,16489.13,24,764.0,13.0,2,0.11,business,rent,single,0
40,72700.34,27864.58,24,657.0,24.0,5,0.085,business,rent,married,1
27,72901.84,23223.56,12,652.0,0.0,5,0.078,personal,rent,single,1
37,55519.12,24586.32,36,608.0,28.0,5,0.407,education,own,married,0
45,46416.85,12018.72,60,669.0,1.0,4,0.159,education,mortgage,single,1
30,106577.2,8592.63,60,638.0,12.0,5,0.362,business,mortgage,married,1
34,70883.18,12890.5,36,604.0,10.0,4,0.339,personal,own,single,1
35,51818.86,12412.61,36,822.0,22.0,5,0.311,business,rent,single,0
41,81486.75,25075.79,36,715.0,20.0,3,0.381,education,own,married,1
35,63035.39,26783.86,60,723.0,6.0,0,0.342,personal,rent,married,1
50,60448.13,16603.83,24,746.0,,4,0.03,home_improvement,rent,single,0
34,75120.91,30878.27,36,738.0,16.0,5,0.275,medical,rent,married,1
38,41746.12,30316.22,36,649.0,14.0,1,0.38,education,own,single,1
36,71347.29,20190.59,12,700.0,0.0,2,0.55,business,own,single,0
28,99433.19,10602.97,36,660.0,5.0,3,0.556,personal,mortgage,single,1
48,73391.2,32178.39,60,713.0,,3,0.129,home_improvement,rent,married,0
30,58228.18,17450.84,60,706.0,8.0,4,0.271,home_improvement,rent,married,0
32,55872.1,19135.49,24,651.0,16.0,2,0.101,business,mortgage,married,1
52,57613.88,14943.55,36,580.0,5.0,5,0.533,education,rent,married,1
58,60428.67,9991.89,36,691.0,22.0,4,0.462,personal,rent,single,0
47,58199.48,4782.25,36,665.0,5.0,5,0.369,home_improvement,mortgage,single,0
57,81493.61,23695.81,36,538.0,20.0,3,0.343,personal,mortgage,single,1
55,33802.24,10949.39,12,718.0,25.0,0,0.513,home_improvement,own,married,0
40,80516.0,45535.78,60,752.0,11.0,5,0.49,business,mortgage,single,1
51,58165.64,8225.34,60,,4.0,0,0.482,education,rent,married,0
34,71785.06,6683.56,48,651.0,0.0,1,0.384,personal,mortgage,married,0
39,44714.22,22591.25,48,640.0,11.0,1,0.271,business,rent,married,0
42,88915.36,31763.82,36,597.0,3.0,1,0.427,education,mortgage,single,1
59,87421.43,18581.31,36,696.0,27.0,4,0.434,personal,mortgage,single,0
54,82272.63,23150.18,24,695.0,30.0,2,0.293,business,rent,divorced,0
40,37734.41,2000.0,36,619.0,30.0,1,0.271,education,rent,married,1
47,79924.18,11902.4,12,667.0,28.0,0,0.479,personal,own,married,0
29,72287.39,8337.46,60,532.0,18.0,1,0.553,business,mortgage,married,0
53,36105.12,2000.0,36,749.0,10.0,4,0.215,business,mortgage,divorced,0
43,64562.65,19052.82,36,622.0,13.0,4,0.283,personal,mortgage,single,1
42,71561.62,2000.0,36,677.0,8.0,1,0.369,home_improvement,mortgage,divorced,1
51,75009.35,6100.24,60,573.0,26.0,0,0.388,home_improvement,rent,single,0
46,68190.7,13165.26,24,636.0,13.0,3,0.247,personal,own,divorced,1
23,70242.17,10518.43,24,659.0,11.0,4,0.584,education,own,single,1
32,91525.01,21567.68,24,679.0,21.0,0,0.379,business,rent,single,0
28,87068.61,20750.22,48,716.0,11.0,4,0.394,medical,rent,single,0
50,18000.0,26044.19,60,788.0,11.0,1,0.566,home_improvement,mortgage,married,0
22,59286.11,24771.45,24,735.0,7.0,1,0.257,personal,mortgage,divorced,0
29,62036.28,28267.32,60,752.0,2.0,3,0.308,personal,rent,single,1
44,33462.23,17982.73,36,788.0,1.0,0,0.145,personal,mortgage,single,0
48,66695.3,20731.2,48,723.0,12.0,1,0.296,personal,mortgage,single,1
41,87477.64,22603.62,12,677.0,30.0,0,0.112,home_improvement,mortgage,single,0
55,45441.78,19274.91,36,756.0,8.0,1,0.425,medical,rent,married,1
57,71055.22,14425.25,48,760.0,19.0,4,0.379,home_improvement,rent,single,0
26,48515.18,15008.02,36,729.0,10.0,1,0.281,education,mortgage,divorced,0
59,52905.58,10641.97,24,571.0,9.0,0,0.306,business,,divorced,0
45,91593.09,21794.55,60,617.0,5.0,1,0.427,home_improvement,mortgage,single,0
46,55233.96,17153.86,60,659.0,17.0,0,0.161,personal,rent,married,1
24,73319.82,12031.44,36,738.0,20.0,3,0.349,education,own,divorced,1
45,31318.07,12039.8,48,678.0,10.0,5,0.418,home_improvement,rent,married,0
50,98521.72,7106.41,48,765.0,16.0,1,0.07,home_improvement,mortgage,married,0
44,75847.74,26809.57,24,779.0,14.0,4,0.416,personal,rent,single,0
24,61715.0,18707.56,60,770.0,8.0,2,0.086,personal,mortgage,single,1
41,75359.84,10234.8,36,770.0,21.0,0,0.304,home_improvement,mortgage,married,0
58,39623.25,25276.93,48,602.0,17.0,4,0.157,medical,mortgage,single,1
49,86285.55,12955.96,24,716.0,2.0,1,0.52,personal,rent,married,0
26,59168.27,5341.49,36,634.0,15.0,3,0.158,personal,mortgage,married,1
59,61326.75,27191.0,36,556.0,12.0,3,0.089,medical,rent,single,0
59,56150.2,13166.13,36,658.0,24.0,3,0.339,home_improvement,own,single,1
27,54548.27,14319.91,60,779.0,9.0,0,0.262,personal,rent,single,0
53,77504.07,18370.62,60,715.0,29.0,1,0.109,home_improvement,mortgage,married,0
37,69606.32,28283.3,24,831.0,19.0,4,0.394,personal,mortgage,single,0
44,76731.47,18180.34,36,693.0,4.0,5,0.041,personal,rent,single,0
38,64841.7,7207.95,36,850.0,12.0,0,0.175,personal,rent,divorced,0
52,74237.6,22894.89,36,693.0,27.0,2,0.239,personal,rent,married,0
60,57460.72,13635.09,36,682.0,7.0,5,0.432,home_improvement,mortgage,married,1
52,105135.17,34991.32,60,584.0,21.0,1,0.501,business,own,married,1
58,36777.25,17989.92,48,763.0,24.0,2,0.474,business,mortgage,single,0
58,87696.87,2000.0,12,642.0,21.0,5,0.299,personal,,divorced,1
24,89622.33,21216.28,36,631.0,2.0,5,0.03,medical,rent,married,0
31,49661.14,35501.38,48,776.0,11.0,3,0.375,education,rent,single,1
49,105126.92,32183.28,36,767.0,10.0,4,0.526,business,own,single,0
44,82918.83,34478.59,24,765.0,10.0,3,0.493,personal,own,single,1
23,82480.5,8822.16,36,653.0,27.0,1,0.385,personal,rent,married,0
24,65504.4,26209.37,36,676.0,0.0,5,0.153,personal,mortgage,married,0
41,61089.93,11502.05,24,676.0,16.0,0,0.246,personal,own,married,0
45,61230.64,20018.6,48,739.0,30.0,0,0.591,business,mortgage,divorced,1
27,72029.55,6543.43,36,797.0,27.0,3,0.122,personal,mortgage,married,0
27,90221.35,12199.9,36,708.0,18.0,5,0.159,home_improvement,rent,married,1
26,68263.66,11913.78,36,828.0,30.0,4,0.452,education,rent,married,0
43,48594.01,26087.0,60,747.0,12.0,4,0.26,personal,mortgage,married,0
21,79839.69,25206.47,24,662.0,18.0,2,0.155,education,mortgage,single,0
43,81580.71,20491.38,24,742.0,16.0,2,0.534,home_improvement,rent,married,1
40,76783.87,5846.21,36,808.0,1.0,2,0.385,personal,rent,married,0
39,78418.98,15195.25,36,830.0,1.0,1,0.267,personal,rent,single,0
48,60123.29,11284.95,36,769.0,27.0,2,0.16,home_improvement,mortgage,married,0
41,48278.19,25827.08,48,682.0,5.0,0,0.607,personal,rent,married,0
50,49372.52,28603.66,24,664.0,10.0,1,0.317,medical,rent,single,0
51,35561.66,27507.47,24,723.0,19.0,5,0.516,personal,rent,married,1
57,69265.08,11203.03,36,806.0,17.0,4,0.445,education,own,single,1
